owner_id,owner_card_id,owner_phone,owner_name,email,company_name,company_address,role,create_at,update_at,delete_at,bank_id_card_number,date_of_issue,bank_beneficiary_name,bank_account_number,bank_name,bank_province,bank_branch
1000030,219404210880,343377579,Horakh5,Hebgen@yahoo.com,West 7D Electronic Inc.,"546 NW Waterview Blvd, Duke Energy Building, Charleston, WV, 15053",1,2019-04-09 23:13:12,2019-04-09 23:13:12,,3565881398138887,2025-11-25,TVQH EE JJ BQ9,210956632196383,Truist Bank,75 Riverside Rd,Holbrook
1000031,565998790908,994261045,Juaquin2005,OpheliaKAnderson474815@yahoo.com,Domestic Telecom Group,"92 3rd Ct, Montpelier, Vermont, 60820",2,2021-08-22 21:25:29,2021-08-22 21:25:29,,6226619434449890,2024-11-03,MGBK IS 5Q 7N5,3525907354905296,Truist Bank,3474 New Farmview St,Somerset
1000032,603823586550,856329407,Bartlsperger715,gmqedstt3974870@hubspot.com,Canadian Mining Corporation,"729 Meadowview Drive, Hartford, Connecticut, 90181",1,2019-04-24 08:10:37,2019-04-24 08:10:37,,370908603823580,2023-01-30,VHGY NO IU,8744318849843152,PNC Financial Services Group Inc.,255 Edgewood Street,Wading River
1000033,183432286669,955490432,Alfreda1965,Chin22@gmail.com,Domestic Nuclear Power Co.,"1787 Mountain Loop, Salt Lake City, UT, 54836",1,2018-01-01 01:00:18,2018-01-01 01:00:18,,4026420183432063,2024-12-20,EQVF NP V0,8179312280367924,Bank of America Corp.,71 Buttonwood Way,Somersworth
1000034,93376576541,844004356,Darek1983,DharminderBurden@icloud.com,Western Consulting Group,"1664 NW Edgewood Pkwy, Buhl Building, Tallahassee, Florida, 40360",1,2019-11-05 17:18:02,2019-11-05 17:18:02,,6223230534933743,2026-05-10,PRKB PL SL,5250086698009858,PNC Financial Services Group Inc.,2049 North Chapel Hill Street,Lookeba
1000035,95746857855,522022754,Brianna8,Ahmed@icloud.com,WorldWide Broadcasting Group,"283 Sharp Hill Parkway, STE 8682, Dover, Delaware, 25934",1,2020-12-31 21:14:48,2020-12-31 21:14:48,,6226487600354751,2024-10-01,YAYW NA 04,7678471786460187,Bank of America Corp.,81 Old Mountain Ln,Brodhead
1000036,474826358630,555950950,Strassen9,Mora9@gmail.com,City 5G Wireless Inc.,"31 SE Stonewood Lane, Annapolis, Maryland, 85286",1,2018-11-14 12:44:00,2018-11-14 12:44:00,,4405951005277246,2025-02-26,TEVN NP 7Y 5U2,361066936464333,Fifth Third Bank,476 Rushwood Pkwy,Abernathy
1000037,979535714621,737286219,Carrocera7,AdalineBess5@hubspot.com,International High-Technologies Group,"963 2nd Parkway, Atlanta, Georgia, 68754",2,2019-09-21 20:44:24,2019-09-21 20:44:24,,340832488805354,2026-05-12,GMKX PL 5J,2311555626629791,State Street Corp.,139 Mount Hwy,Wadley
1000038,640212509491,278884275,Criptana3,Zacharias4@gmail.com,Pacific Research Co.,"442 White Edgewood Ct, Frankfort, Kentucky, 20402",1,2022-02-10 06:21:32,2022-02-10 06:21:32,,6228089016091452,2023-01-01,ZYJI EE PU,1368370637075108,Silicon Valley Bank,1296 Beachwood Way,Houston
1000039,48993687405,494989385,Jameson2016,MilviaITorne@hubspot.com,North Renewable Power Group,"718 NW Hunting Hill Blvd, Albany, New York, 70768",2,2019-06-16 20:43:54,2019-06-16 20:43:54,,6212976461894893,2026-07-30,RSHC LB V6,9750259095513142,State Street Corp.,2052 Mountain Lane,Lookout
1000040,152297679513,786038235,Olexandr2012,Torchio963852259713@yahoo.com,WorldWide Services Co.,"924 East Church Pkwy, Buhl Building, Sacramento, California, 45033",2,2018-10-22 21:46:46,2018-10-22 21:46:46,,3538476206915966,2025-08-17,FCCV JP OB,1201804052775345,Capital One Financial Corp.,2429 Rock Hill Highway,Houtzdale
1000041,520146208300,790939092,Wenwen184,Alyssa_Joiner@hubspot.com,Advanced Space Research Group,"365 Red Beachwood Ct, Bartlett Building, Montgomery, Alabama, 78518",1,2018-09-21 15:45:33,2018-09-21 15:45:33,,378307951153017,2023-07-09,LGAV TR 86 X3C,3353650970875764,Wells Fargo & Co.,2402 East Rockwood Pkwy,Somerton
1000042,318603302714,956854490,Jodee853,MikolaGoenaga3@gmail.com,Canadian Wave Power Corporation,"467 SE Hazelwood Loop, 7th FL, Charleston, WV, 26819",2,2019-06-25 14:34:57,2019-06-25 14:34:57,,6386208300318607,2026-08-28,RLBK LT 8Z HUI,921848605096161,Truist Bank,685 Rock Hill Loop,Lookout Mountain
1000043,782066910841,463977654,Barney9,Izarraitz@gmail.com,Home Materials Inc.,"3747 Farmview Blvd, Bartlett Building, Olympia, WA, 43866",2,2020-10-31 04:23:02,2020-10-31 04:23:02,,6221943027147827,2023-10-12,FOGG TH 3I,8618792457588509,Bank of New York Mellon Corp.,10 North Highland Blvd,Hoven
1000044,3410905749,942496857,Abraham2,DeakinW481152@icloud.com,Global Travel Corporation,"1388 Ironwood Ln, Cheyenne, WY, 22475",2,2018-01-01 00:02:22,2018-01-01 00:02:22,,6223851121077899,2026-03-13,MHKZ AF 8E 075,4500699686887285,Wells Fargo & Co.,701 Ski Hill Drive,Rockwell
1000045,970497399842,925344263,Ungetum687,Abbott@gmail.com,First U-Mobile Corporation,"1321 9th Circle, Bismarck, North Dakota, 66160",1,2019-06-06 23:51:07,2019-06-06 23:51:07,,6385299575297510,2023-01-02,YLPS VN 12 H54,9949349602569063,JPMorgan Chase & Co.,2744 New Rock Hill Way,Loomis
1000046,573874932276,124888053,Adelhanoff2012,Lopez Cano8@yahoo.com,Flexible Data Group,"91 Bayview Dr, Lincoln, NE, 73119",2,2021-09-08 20:25:22,2021-09-08 20:25:22,,6297049739989685,2024-04-27,PIQB VN TW,9585144104019906,Wells Fargo & Co.,665 SW Waterview Court,Wadsworth
1000047,724021422763,879016091,Amjid58,Abrams@icloud.com,Federal Industry Corporation,"1684 White Sharp Hill Street, Juneau, Alaska, 00157",1,2018-06-29 07:02:26,2018-06-29 07:02:26,,39620707138491,2023-09-27,SAVR GY 1P 24K,8480885926872568,U.S. Bancorp,11 Rock Hill Hwy,Howard
1000048,698091615247,821250949,Saltzmann1950,PapaN_Vignes37374@icloud.com,Domestic Industry Inc.,"84 Ski Hill Hwy, Providence, RI, 35291",1,2020-12-31 00:06:34,2020-12-31 00:06:34,,6284494044205697,2023-03-10,VFFC SL 22,8143937829483219,Citigroup Inc.,802 Oak Blvd,Flint Hill
1000049,502891715705,449524476,Katharyn2,Eberz461859@gmail.com,Advanced Insurance Inc.,"30 51th Road, Equitable Building, Trenton, New Jersey, 66590",2,2018-01-01 02:45:15,2018-01-01 02:45:15,,30125135525128,2025-05-29,YFUW TN E0,5378308368600349,Goldman Sachs Group Inc.,2035 Mountain Pkwy,Holcomb
1000050,284884061094,150593111,Erena793,Eckert@gmail.com,American High-Technologies Inc.,"3156 Red Lake Court, Providence, Rhode Island, 27203",1,2020-12-30 00:10:59,2020-12-30 00:10:59,,6279991688570523,2025-02-20,IKND IE XP,687164699631304,HSBC,3660 White Hope Loop,Brodheadsville
1000051,576779821274,825511453,Querubina1985,ErrolJogov@icloud.com,Australian Trust Co.,"88 Hidden Sharp Hill Way, Oklahoma City, Oklahoma, 88132",1,2018-01-01 00:04:31,2018-01-01 00:04:31,,4844685394601165,2026-11-23,WGGL LV R9 HRK,4376638566264088,Fifth Third Bank,2802 Glenwood Ave,Abilene
1000052,432101598414,716620830,Pareja1962,CorrieBrushaber4265@zoho.com,Pacific Green Resources Inc.,"2392 N Glenwood Hwy, Comcast Building, Phoenix, AZ, 77755",1,2018-01-01 00:09:14,2018-01-01 00:09:14,,6390779821274523,2024-05-03,AAIJ BD 81 62F,9171596492347345,Wells Fargo & Co.,3416 SE Sharp Hill Way,Orrtanna
1000053,936452702405,146773783,Pogner213,Tijuana_Anoz7994825@icloud.com,Flexible Partners Group,"33 NW Beachwood Lane, Kearns Building, Saint Paul, Minnesota, 13777",2,2019-04-10 15:37:51,2019-04-10 15:37:51,,6381015984149363,2025-07-26,GEUT BH M4,9591806783807883,U.S. Bancorp,954 North Oak Lane,Lopez Island
1000054,50037605187,533642897,Ophelia4,ZhengweiAmador@zoho.com,Federal Optics Corp.,"218 Riddle Hill Lane, Austin, Texas, 74487",2,2022-02-14 02:16:21,2022-02-14 02:16:21,,6399895598845005,2024-07-02,LFEA BZ PW K7I,1252618554399199,TD Group US Holdings LLC,379 South Deepwood Way,Flippin
1000055,649646767462,377665050,Chanda1983,Chrystal.Gallina52@hubspot.com,International S-Mobile Corporation,"1671 South Brentwood Circle, Judge Building, Concord, NH, 69428",1,2019-07-30 14:57:28,2019-07-30 14:57:28,,6262123901734798,2027-02-19,ASBA CA 41 M6K,2730772262102754,Truist Bank,2793 Old Meadowview Avenue,Rockwell City
1000056,206294858638,365229751,Nasiha2025,Abel5115148965@gmail.com,WorldWide Petroleum Corporation,"2756 New Hope Highway, Duke Energy Building, Salt Lake City, UT, 95791",2,2022-02-27 08:05:51,2022-02-27 08:05:51,,5401247743793037,2025-09-19,NKBS AR A8 10D,1802144118098845,Fifth Third Bank,92 Red Quailwood Way,Holcombe
1000057,491447186169,173775887,Adan2002,Ahrend@gmail.com,North Space Research Group,"3674 NW Rockwood Loop, Kearns Building, Oklahoma City, OK, 75766",1,2018-12-04 05:30:30,2018-12-04 05:30:30,,5217336265496204,2026-07-23,FOUG LV 29,4363460289792742,PNC Financial Services Group Inc.,87 NW Sharp Hill Blvd,Somerville
1000058,625466213580,425738749,Brandee2004,Alethea_Tobin687@hubspot.com,East Development Inc.,"2449 Fox Hill Highway, Atlanta, Georgia, 35095",1,2018-01-01 00:13:11,2018-01-01 00:13:11,,5129774202371816,2024-03-08,LJKJ BH NH 9CS,9290508651706531,PNC Financial Services Group Inc.,2105 SW Ski Hill Road,Orrville
1000059,612120298416,730718449,Miralda2010,Sass8@icloud.com,General Development Group,"89 W Brentwood Highway, Charleston, WV, 79011",2,2020-08-31 13:10:28,2020-08-31 13:10:28,,5350194502987031,2023-08-10,NCLA PE H0,6015045954406573,Capital One Financial Corp.,93 Church Rd,Howard Beach
1000060,85072851008,414420569,Karine1985,ZhiyuanD.Achirica58657981566319386@icloud.com,Flexible Trust Corp.,"1758 Red Ski Hill Ln, Dover, DE, 76340",2,2018-05-23 11:10:16,2018-05-23 11:10:16,,6223498584201945,2023-05-30,UIZZ AL PX,9819502376936991,PNC Financial Services Group Inc.,3842 NW Rockwood Ct,Wagner
1000061,347644497305,968087523,Carra1966,Alvarez29951988@icloud.com,International Space Research Corp.,"2315 East Mount Ct, Victor Executive Bldg, Jackson, Mississippi, 26804",1,2019-06-02 11:00:27,2019-06-02 11:00:27,,5400640964602013,2024-01-22,ZOMA IT 45 5NF,562620591958801,PNC Financial Services Group Inc.,653 White Riddle Hill Cir,Rockwood
1000062,792764230254,750449688,Abdul489,BenyahiaLindenhayn53948@zoho.com,Australian C-Mobile Inc.,"39 Parkwood Blvd, Calyon Building, Phoenix, AZ, 00283",1,2018-03-24 00:53:44,2018-03-24 00:53:44,,3535030500786178,2024-09-25,HQKK GH Z9 82U,2524839904743508,Bank of New York Mellon Corp.,937 South Rose Hill Avenue,Lorain
1000063,924037606413,938261685,Aratz2012,nisijcg403@yahoo.com,American Delivery Group,"35 NW Rushwood Parkway, Albany, New York, 58177",2,2020-05-04 06:52:44,2020-05-04 06:52:44,,5585837597132130,2023-02-01,LVTP BW 37 F56,5542979705816219,Truist Bank,105 Church Parkway,Brohard
1000064,213448814591,994011602,Roumaissae16,Joyce@gmail.com,American High-Technologies Corporation,"2801 N Mount Blvd, Hartford, CT, 93898",2,2018-01-01 00:55:33,2018-01-01 00:55:33,,6393641459177245,2025-12-26,ZKFF KE D9,1622181033552086,U.S. Bancorp,3395 2nd Hwy,Somis
1000065,774968078242,646761274,Urko1,KeilaAljarilla@zoho.com,Federal Insurance Group,"114 4th Blvd, Charleston, West Virginia, 84421",2,2018-01-01 00:00:10,2018-01-01 00:00:10,,5350314688926971,2027-01-10,NVFM LV 1J,9948726674986852,Bank of New York Mellon Corp.,647 NW Flintwood Lane,Howard City
1000066,677542177772,950630536,Maricarmen2005,Hershel_Nenna@yahoo.com,City Instruments Corp.,"657 Prospect Hill Cir, 1st Floor, Jackson, Mississippi, 86182",2,2018-01-01 01:15:49,2018-01-01 01:15:49,,6222644208995492,2024-09-15,UJJR IE 4V 5AB,3803957752686240,Bank of America Corp.,2219 Riddle Hill Way,Wagoner
1000067,937491352988,764307129,Willetta716,IsiahGeschwender@yahoo.com,National R-Mobile Co.,"1647 Brentwood Blvd, APT 348, Salem, OR, 60219",1,2021-11-14 08:35:34,2021-11-14 08:35:34,,3570533200783805,2024-09-14,XLCU ID AB,1882203607075899,State Street Corp.,3117 Fox Hill Ct,Abingdon
1000068,783802401138,790881656,Vals1970,Adair22@hubspot.com,North Wind Energy Inc.,"36 Sharp Hill Cir, Penobscot Building, Providence, Rhode Island, 61033",2,2019-09-24 20:16:02,2019-09-24 20:16:02,,5410129159236843,2026-01-09,QHCB ZM 84 54D,5150738973192872,Wells Fargo & Co.,384 Prospect Hill Loop,Brokaw
1000069,291700311620,159659080,Iffat1986,AdahSorgnitt@hubspot.com,Domestic High-Technologies Corporation,"2539 North Monument Rd, Standard Building, Indianapolis, Indiana, 41421",1,2018-01-01 00:00:36,2018-01-01 00:00:36,,4913918631669117,2023-04-16,WBGS PA 2X,5468946379584282,Bank of New York Mellon Corp.,3097 Rose Hill Hwy,Lordsburg
1000070,609259695532,712659622,Adelle615,Gunthermann@hubspot.com,East Space Explore Group,"1768 South Market Ct, Phoenix, AZ, 26004",2,2020-01-28 11:51:30,2020-01-28 11:51:30,,3534141770105626,2023-01-05,OXUD EE 21,5737009567647664,Citigroup Inc.,3944 Deepwood Pkwy,Floodwood
1000071,445575628375,779303504,Xiaoqun546,KrasenDiaz Pinto796997164@zoho.com,Domestic High-Technologies Group,"2576 Mountain Ave, Hartford, Connecticut, 17281",1,2018-01-01 00:00:38,2018-01-01 00:00:38,,4917587767870694,2023-01-10,MENA WS E8,9626345794037576,Citigroup Inc.,3319 Bayview Court,Howard County
1000072,641009696213,362654962,Lagido896,Armenta77286@yahoo.com,Special Heating Corp.,"68 Riverview Lane, Little Rock, Arkansas, 08092",1,2019-05-22 06:28:08,2019-05-22 06:28:08,,6372133333563563,2023-03-05,LYPM DE ZT 1YT,375937281151071,PNC Financial Services Group Inc.,2320 Hidden Quailwood St,Orting
1000073,333356356962,716962546,Odell2014,Eguzquiza4434213@gmail.com,South High-Technologies Group,"349 West Ski Hill Hwy, Comcast Bldg, Albany, NY, 27993",1,2019-02-13 17:40:23,2019-02-13 17:40:23,,6221842644961109,2023-08-08,QXBV ZA I8,9082117056048850,Silicon Valley Bank,44 Riverview Ln,Rocky Ford
1000074,749611200427,691358061,Alger64,KurazeJ@yahoo.com,City Space Research Inc.,"348 West Flintwood Drive, Albany, NY, 16608",2,2018-01-01 00:09:39,2018-01-01 00:09:39,,5535474585664873,2025-04-11,BSUQ AL 0Z LV0,5196507018610989,U.S. Bancorp,16 Hunting Hill Lane,Holden
1000075,2601497508,841570615,Xueyan756,AbderahimArnedillo@yahoo.com,Creative Equipment Inc.,"2982 Monument St, Little Rock, Arkansas, 15153",1,2018-10-23 01:48:10,2018-10-23 01:48:10,,6228684039350115,2024-06-05,MKGN JO Q6,5607832882204721,Goldman Sachs Group Inc.,350 South Rushwood Pkwy,Loretto
1000076,261135583838,176772172,Benhammou3,ConsueloAbudikhin1388933@gmail.com,Pacific Space Explore Co.,"3398 Front Circle, Plaza Building, Dover, DE, 95351",1,2020-04-13 11:14:09,2020-04-13 11:14:09,,4405213810582140,2024-03-03,ATXT KE S2 F24,7657692745213472,Fifth Third Bank,966 Ashwood Hwy,Somonauk
1000077,105821108269,263564096,Enver854,SpasAguilera@yahoo.com,International Trust Group,"878 Red Buttonwood Parkway, 3rd FL, Montpelier, VT, 31764",2,2018-07-08 10:42:47,2018-07-08 10:42:47,,3546160339657469,2023-02-13,NMMX YE 9H,1714987607722334,Fifth Third Bank,750 Brentwood Circle,Abington
1000078,291309201884,573057927,Hattensperger49,Yiwen.Bauman@gmail.com,Advanced Space Explore Corporation,"36 South Front Ct, Providence, RI, 12755",1,2018-01-01 00:01:15,2018-01-01 00:01:15,,6370188457043554,2025-11-11,YYNY PL UL,6796950418561531,HSBC,2057 Hunting Hill Ln,Flora
1000079,570417781376,509198603,Cowles2014,Correia663231@hubspot.com,City Space Research Corporation,"45 NE Brentwood Pkwy, Duke Energy Building, Bismarck, North Dakota, 61210",1,2018-05-03 11:15:03,2018-05-03 11:15:03,,3582431909464643,2026-03-26,TLVO DK T5 H83,9914130422871302,PNC Financial Services Group Inc.,2210 East Hunting Hill Hwy,Howard Lake
1000080,927441257045,627079319,Pilgermann7,Thurston3637354@yahoo.com,Creative C-Mobile Corporation,"40 Hidden Mountain Court, Tallahassee, FL, 94804",1,2018-01-04 23:28:03,2018-01-04 23:28:03,,377045694462342,2025-06-08,TRCN CA T1 570,8336027869383906,JPMorgan Chase & Co.,29 W Cedar Tree Hwy,Holdenville
1000081,694462320334,613448814,Evguenia8,Tacuri@icloud.com,WorldWide Wave Resources Co.,"278 Hunting Hill Hwy, Frankfort, KY, 96524",2,2018-01-01 00:06:40,2018-01-01 00:06:40,,3539724583196059,2026-03-02,EAJO JP 16 19V,3721143195907313,Wells Fargo & Co.,744 South Waterview Ave,Ortonville
